ï»¿Quality	#1 ID	#2 ID	#1 String	#2 String
0	3130888	3130842	A spokesman for the U.S. Attorney 's Office was not available for comment .	A spokesman for the United States Attorney 's office in Manhattan had no comment .
1	3020597	3020740	Sgt. Ernest Bucklew , 33 , was coming home from Iraq to bury his mother in Pennsylvania .	Ernest Bucklew was headed home for his mother 's funeral in Pennsylvania .
1	798489	798424	Shares of Bristol-Myers rose to $ 28 in electronic trading from the $ 26.90 close on the New York Stock Exchange .	Bristol shares rose $ 1.30 , or 5 percent , to $ 28.20 , after closing at $ 26.90 on the New York Stock Exchange .
0	3296376	3296429	The Foreign Office says that Heaton is in detention but has not yet been charged with any offence .	The Foreign Office said Heaton was in Saudi detention but had not been charged , and that consul officials had visited him on Thursday .
0	2786920	2786884	The nine states are Alaska , Arizona , California , Colorado , Hawaii , Maine , Nevada , Oregon and Washington .	So far , eight states have laws legalizing marijuana for patients with physician recommendations : Alaska , California , Colorado , Hawaii , Maine , Nevada , Oregon and Washington .
0	3378968	3378898	<QUOTE> We do not use service members as guinea pigs , <QUOTE> William Winkenwerder , assistant secretary of defense for health affairs , told a Pentagon briefing .	<QUOTE> We stand behind this program , <QUOTE> said Dr. William Winkenwerder , assistant secretary of defense for health affairs .
1	2413558	2413644	Since June of last year the Red Cross has spent $ 114 million on disasters , but taken in only $ 40 million in donations .	Between July 1 , 2002 and June 30 , 2003 , the Red Cross spent $ 114 million on disaster relief , while taking in only $ 39.5 million .
1	3182444	3182413	The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .	At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis .
1	1694566	1694515	The US version will cost $ 99 for an individual licence , the same as the existing version .	Contribute 2 costs 69 for an individual license , the same as the existing version .
1	1396791	1396813	The format must be an open standard that has been formally ratified by an internationally recognized standards organization , and IP must be licensed under reasonable , non-discriminatory terms .	The format must be formally ratified by an internationally recognized standards organization , and IP must be licensed under reasonable , non-discriminatory terms , they added .
1	2513568	2513541	In Damascus , Syrian Information Minister Ahmad al-Hassan called the charges <QUOTE> baseless and illogical <QUOTE> .	In Damascus , the Syrian Information Minister , Ahmed al-Hassan , dismissed the claim .
0	1096756	1096779	The broader Standard & Poor 's 500 Index edged up 1.01 points , or 0.1 percent , at 1,012.67 .	But the technology-laced Nasdaq Composite Index was up 5.91 points , or 0.35 percent , at 1,674.35 .
0	1140010	1139774	She said the store ordered 520 copies and reserved another 300 .	In one Johannesburg store , 900 copies have been ordered .
0	1050307	1050144	And it 's going to be a wild ride , <QUOTE> said Allan Hoffenblum , a Republican consultant .	Now the rest is just mechanical , <QUOTE> said Allan Hoffenblum , a Republican consultant .
1	2055389	2055336	Water samples are being tested in a state lab to determine what caused the reaction .	Water samples are being sent to the state health department for analysis .
0	2243130	2243048	The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .	The Dow Jones rose 41.61 points Friday , a gain of 0.4 % for the day and 0.7 % for the week .
1	2244016	2243958	<QUOTE> Any decision on Charleroi will have huge implications for regional airports in France , <QUOTE> he said .	<QUOTE> A bad decision on Charleroi would have huge implications for state-owned regional airports in France .
0	3171616	3171578	<QUOTE> This is very serious , <QUOTE> said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention .	We 're seeing some very high levels of widespread flu infections in some places , <QUOTE> said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention .
1	2759796	2759805	On the upside , Coca-Cola Co . ( nyse : KO - news - people ) reported higher profit for the quarter early on Thursday , helped by European demand .	Coca-Cola Co . ( KO ) reported higher profit for the quarter , helped by European demand , early on Thursday .
0	1737212	1737529	Shelley 's office reported Friday that 575,926 signatures have been reported to him .	Shelley 's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far .
0	1896014	1896214	Arguing that the case was an isolated example , Canada has threatened a trade backlash if Tokyo 's ban is not justified on scientific grounds .	Canada which is a major meat exporter to Japan , has threatened a trade backlash if Tokyo 's ban is not justified on scientific grounds .
1	2541916	2542007	The shooting happened at 5 : 30 a.m. in the living room of the home the extended family shared on the city 's westside .	The shootings happened at 5 : 30 a.m. in the living room of the home that the extended family shared on Gary 's west side .
1	2142072	2142145	His spokesman , Tom Parker , said Moore 's attorneys would respond to the complaint Monday .	Parker said Moore 's lawyers were reviewing the complaint and would respond Monday .
1	2815613	2815697	They made a similar discovery in Houston on another aircraft , Dallas-based Southwest said in a statement .	The airline said a similar discovery was made on the plane in Houston .
0	1396772	1396869	The group ambitiously expects to issue guidelines by the end of the year and release products by late 2004 .	The group expects to roll out the first products by the second half of 2004 .
1	3317938	3317904	<QUOTE> The sentence reflects the seriousness with which our office and the courts views these crimes , <QUOTE> Spitzer said in a statement .	Mr. Spitzer said in a statement that the sentence <QUOTE> reflects the seriousness with which our office and the courts view these crimes . <QUOTE>
1	1475739	1475789	Bush said resistance forces hostile to the U.S. presence <QUOTE> feel like ... the conditions are such that they can attack us there .	There are some who feel like the conditions are such that they can attack us there .
1	1805615	1805417	Wall Street regained a positive track yesterday after two of Saddam Hussein 's sons were killed in a firefight in Iraq .	WALL St regained a positive track today following news that two of Saddam Hussein 's sons were among four Iraqis killed in a US raid in northern Iraq .
1	775031	775074	A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived .	Investigators were searching his home in Muenster in the presence of his wife when news of his death came , prosecutor Wolfgang Schweer said .
1	2616455	2616441	Such a move has been widely predicted by industry observers and follows the recent announcement that Christopher Galvin , the company 's chairman and chief executive , would soon retire .	Such a move has been widely predicted by industry observers and follows the departure of Christopher Galvin , the company 's chairman and chief executive .
